PassengerId,Survived,Pclass,Sex,Fare,Type,Title,Child,Family_Survival
1,0.0,3,male,7.25,train,Mr,0,0.5
2,1.0,1,female,71.2833,train,Mrs,0,0.5
3,1.0,3,female,7.925,train,Miss,0,0.5
4,1.0,1,female,53.1,train,Mrs,0,0.0
5,0.0,3,male,8.05,train,Mr,0,0.5
6,0.0,3,male,8.4583,train,Mr,0,0.5
7,0.0,1,male,51.8625,train,Mr,0,0.5
8,0.0,3,male,21.075,train,Master,1,0.0
9,1.0,3,female,11.1333,train,Mrs,0,1.0
10,1.0,2,female,30.0708,train,Mrs,1,0.0
11,1.0,3,female,16.7,train,Miss,1,1.0
12,1.0,1,female,26.55,train,Miss,0,0.5
13,0.0,3,male,8.05,train,Mr,0,0.5
14,0.0,3,male,31.275,train,Mr,0,0.0
15,0.0,3,female,7.8542,train,Miss,1,0.5
16,1.0,2,female,16.0,train,Mrs,0,0.5
17,0.0,3,male,29.125,train,Master,1,0.0
18,1.0,2,male,13.0,train,Mr,0,0.5
19,0.0,3,female,18.0,train,Mrs,0,0.5
20,1.0,3,female,7.225,train,Mrs,0,0.5
21,0.0,2,male,26.0,train,Mr,0,0.0
22,1.0,2,male,13.0,train,Mr,0,0.5
23,1.0,3,female,8.0292,train,Miss,1,0.5
24,1.0,1,male,35.5,train,Mr,0,0.5
25,0.0,3,female,21.075,train,Miss,1,0.0
26,1.0,3,female,31.3875,train,Mrs,0,1.0
27,0.0,3,male,7.225,train,Mr,0,0.5
28,0.0,1,male,263.0,train,Mr,0,1.0
29,1.0,3,female,7.8792,train,Miss,1,0.5
30,0.0,3,male,7.8958,train,Mr,0,0.5
31,0.0,1,male,27.7208,train,Royal,0,0.5
32,1.0,1,female,146.5208,train,Mrs,0,1.0
33,1.0,3,female,7.75,train,Miss,1,0.5
34,0.0,2,male,10.5,train,Mr,0,0.5
35,0.0,1,male,82.1708,train,Mr,0,1.0
36,0.0,1,male,52.0,train,Mr,0,1.0
37,1.0,3,male,7.2292,train,Mr,0,0.5
38,0.0,3,male,8.05,train,Mr,0,0.5
39,0.0,3,female,18.0,train,Miss,0,0.0
40,1.0,3,female,11.2417,train,Miss,1,1.0
41,0.0,3,female,9.475,train,Mrs,0,0.5
42,0.0,2,female,21.0,train,Mrs,0,0.0
43,0.0,3,male,7.8958,train,Mr,0,0.5
44,1.0,2,female,41.5792,train,Miss,1,1.0
45,1.0,3,female,7.8792,train,Miss,0,0.5
46,0.0,3,male,8.05,train,Mr,0,0.5
47,0.0,3,male,15.5,train,Mr,0,0.5
48,1.0,3,female,7.75,train,Miss,1,0.5
49,0.0,3,male,21.6792,train,Mr,0,0.5
50,0.0,3,female,17.8,train,Mrs,0,0.0
51,0.0,3,male,39.6875,train,Master,1,0.0
52,0.0,3,male,7.8,train,Mr,0,0.5
53,1.0,1,female,76.7292,train,Mrs,0,1.0
54,1.0,2,female,26.0,train,Mrs,0,0.5
55,0.0,1,male,61.9792,train,Mr,0,0.5
56,1.0,1,male,35.5,train,Mr,0,0.5
57,1.0,2,female,10.5,train,Miss,0,0.5
58,0.0,3,male,7.2292,train,Mr,0,0.5
59,1.0,2,female,27.75,train,Miss,1,1.0
60,0.0,3,male,46.9,train,Master,1,0.0
61,0.0,3,male,7.2292,train,Mr,0,0.5
62,1.0,1,female,80.0,train,Miss,0,1.0
63,0.0,1,male,83.475,train,Mr,0,1.0
64,0.0,3,male,27.9,train,Master,1,0.0
65,0.0,1,male,27.7208,train,Mr,0,0.5
66,1.0,3,male,15.2458,train,Master,0,1.0
67,1.0,2,female,10.5,train,Mrs,0,0.5
68,0.0,3,male,8.1583,train,Mr,0,0.5
69,1.0,3,female,7.925,train,Miss,1,0.5
70,0.0,3,male,8.6625,train,Mr,0,0.5
71,0.0,2,male,10.5,train,Mr,0,0.5
72,0.0,3,female,46.9,train,Miss,1,0.0
73,0.0,2,male,73.5,train,Mr,0,0.0
74,0.0,3,male,14.4542,train,Mr,0,0.5
75,1.0,3,male,56.4958,train,Mr,0,1.0
76,0.0,3,male,7.65,train,Mr,0,0.5
77,0.0,3,male,7.8958,train,Mr,0,0.5
78,0.0,3,male,8.05,train,Mr,0,0.5
79,1.0,2,male,29.0,train,Master,1,1.0
80,1.0,3,female,12.475,train,Miss,0,1.0
81,0.0,3,male,9.0,train,Mr,0,0.5
82,1.0,3,male,9.5,train,Mr,0,0.5
83,1.0,3,female,7.7875,train,Miss,1,0.5
84,0.0,1,male,47.1,train,Mr,0,0.5
85,1.0,2,female,10.5,train,Miss,1,0.5
86,1.0,3,female,15.85,train,Mrs,0,0.0
87,0.0,3,male,34.375,train,Mr,1,0.0
88,0.0,3,male,8.05,train,Mr,0,0.5
89,1.0,1,female,263.0,train,Miss,0,1.0
90,0.0,3,male,8.05,train,Mr,0,0.5
91,0.0,3,male,8.05,train,Mr,0,0.5
92,0.0,3,male,7.8542,train,Mr,0,0.5
93,0.0,1,male,61.175,train,Mr,0,0.5
94,0.0,3,male,20.575,train,Mr,0,1.0
95,0.0,3,male,7.25,train,Mr,0,0.5
96,0.0,3,male,8.05,train,Mr,0,0.5
97,0.0,1,male,34.6542,train,Mr,0,0.5
98,1.0,1,male,63.3583,train,Mr,0,0.5
99,1.0,2,female,23.0,train,Mrs,0,1.0
100,0.0,2,male,26.0,train,Mr,0,1.0
101,0.0,3,female,7.8958,train,Miss,0,0.5
102,0.0,3,male,7.8958,train,Mr,0,0.5
103,0.0,1,male,77.2875,train,Mr,0,0.0
104,0.0,3,male,8.6542,train,Mr,0,0.5
105,0.0,3,male,7.925,train,Mr,0,0.5
106,0.0,3,male,7.8958,train,Mr,0,0.5
107,1.0,3,female,7.65,train,Miss,0,0.5
108,1.0,3,male,7.775,train,Mr,0,0.5
109,0.0,3,male,7.8958,train,Mr,0,0.5
110,1.0,3,female,24.15,train,Miss,1,0.0
111,0.0,1,male,52.0,train,Mr,0,0.0
112,0.0,3,female,14.4542,train,Miss,1,0.0
113,0.0,3,male,8.05,train,Mr,0,0.5
114,0.0,3,female,9.825,train,Miss,0,0.5
115,0.0,3,female,14.4583,train,Miss,1,0.0
116,0.0,3,male,7.925,train,Mr,0,0.5
117,0.0,3,male,7.75,train,Mr,0,0.5
118,0.0,2,male,21.0,train,Mr,0,0.0
119,0.0,1,male,247.5208,train,Mr,0,1.0
120,0.0,3,female,31.275,train,Miss,1,0.0
121,0.0,2,male,73.5,train,Mr,0,0.0
122,0.0,3,male,8.05,train,Mr,0,0.5
123,0.0,2,male,30.0708,train,Mr,0,1.0
124,1.0,2,female,13.0,train,Miss,0,0.5
125,0.0,1,male,77.2875,train,Mr,0,0.0
126,1.0,3,male,11.2417,train,Master,1,1.0
127,0.0,3,male,7.75,train,Mr,0,0.5
128,1.0,3,male,7.1417,train,Mr,0,0.5
129,1.0,3,female,22.3583,train,Miss,1,1.0
130,0.0,3,male,6.975,train,Mr,0,0.5
131,0.0,3,male,7.8958,train,Mr,0,0.5
132,0.0,3,male,7.05,train,Mr,0,0.5
133,0.0,3,female,14.5,train,Mrs,0,0.5
134,1.0,2,female,26.0,train,Mrs,0,0.5
135,0.0,2,male,13.0,train,Mr,0,0.5
136,0.0,2,male,15.0458,train,Mr,0,0.5
137,1.0,1,female,26.2833,train,Miss,0,0.5
138,0.0,1,male,53.1,train,Mr,0,1.0
139,0.0,3,male,9.2167,train,Mr,1,0.0
140,0.0,1,male,79.2,train,Mr,0,0.0
141,0.0,3,female,15.2458,train,Mrs,0,0.0
142,1.0,3,female,7.75,train,Miss,0,0.5
143,1.0,3,female,15.85,train,Mrs,0,0.0
144,0.0,3,male,6.75,train,Mr,0,0.5
145,0.0,2,male,11.5,train,Mr,0,0.5
146,0.0,2,male,36.75,train,Mr,0,1.0
147,1.0,3,male,7.7958,train,Mr,0,0.5
148,0.0,3,female,34.375,train,Miss,1,0.0
149,0.0,2,male,26.0,train,Mr,0,1.0
150,0.0,2,male,13.0,train,Other,0,0.5
151,0.0,2,male,12.525,train,Other,0,0.5
152,1.0,1,female,66.6,train,Mrs,0,0.0
153,0.0,3,male,8.05,train,Mr,0,0.5
154,0.0,3,male,14.5,train,Mr,0,0.5
155,0.0,3,male,7.3125,train,Mr,0,0.5
156,0.0,1,male,61.3792,train,Mr,0,0.5
157,1.0,3,female,7.7333,train,Miss,1,0.5
158,0.0,3,male,8.05,train,Mr,0,0.5
159,0.0,3,male,8.6625,train,Mr,0,0.5
160,0.0,3,male,69.55,train,Master,0,0.0
161,0.0,3,male,16.1,train,Mr,0,0.5
162,1.0,2,female,15.75,train,Mrs,0,0.5
163,0.0,3,male,7.775,train,Mr,0,0.5
164,0.0,3,male,8.6625,train,Mr,1,0.5
165,0.0,3,male,39.6875,train,Master,1,0.0
166,1.0,3,male,20.525,train,Master,1,1.0
167,1.0,1,female,55.0,train,Mrs,0,1.0
168,0.0,3,female,27.9,train,Mrs,0,0.0
169,0.0,1,male,25.925,train,Mr,0,0.5
170,0.0,3,male,56.4958,train,Mr,0,1.0
171,0.0,1,male,33.5,train,Mr,0,0.5
172,0.0,3,male,29.125,train,Master,1,0.0
173,1.0,3,female,11.1333,train,Miss,1,1.0
174,0.0,3,male,7.925,train,Mr,0,0.5
175,0.0,1,male,30.6958,train,Mr,0,0.5
176,0.0,3,male,7.8542,train,Mr,0,0.5
177,0.0,3,male,25.4667,train,Master,0,0.0
178,0.0,1,female,28.7125,train,Miss,0,0.5
179,0.0,2,male,13.0,train,Mr,0,0.5
180,0.0,3,male,0.0,train,Mr,0,1.0
181,0.0,3,female,69.55,train,Miss,1,0.0
182,0.0,2,male,15.05,train,Mr,0,0.5
183,0.0,3,male,31.3875,train,Master,1,1.0
184,1.0,2,male,39.0,train,Master,1,1.0
185,1.0,3,female,22.025,train,Miss,1,0.5
186,0.0,1,male,50.0,train,Mr,0,0.5
187,1.0,3,female,15.5,train,Mrs,0,0.0
188,1.0,1,male,26.55,train,Mr,0,0.5
189,0.0,3,male,15.5,train,Mr,0,0.0
190,0.0,3,male,7.8958,train,Mr,0,0.5
191,1.0,2,female,13.0,train,Mrs,0,0.5
192,0.0,2,male,13.0,train,Mr,0,0.5
193,1.0,3,female,7.8542,train,Miss,0,0.5
194,1.0,2,male,26.0,train,Master,1,1.0
195,1.0,1,female,27.7208,train,Mrs,0,0.5
196,1.0,1,female,146.5208,train,Miss,0,1.0
197,0.0,3,male,7.75,train,Mr,0,0.5
198,0.0,3,male,8.4042,train,Mr,0,0.5
199,1.0,3,female,7.75,train,Miss,1,0.5
200,0.0,2,female,13.0,train,Miss,0,0.5
201,0.0,3,male,9.5,train,Mr,0,0.5
202,0.0,3,male,69.55,train,Mr,0,0.0
203,0.0,3,male,6.4958,train,Mr,0,0.5
204,0.0,3,male,7.225,train,Mr,0,0.5
205,1.0,3,male,8.05,train,Mr,0,0.5
206,0.0,3,female,10.4625,train,Miss,1,0.0
207,0.0,3,male,15.85,train,Mr,0,1.0
208,1.0,3,male,18.7875,train,Mr,0,0.0
209,1.0,3,female,7.75,train,Miss,1,0.5
210,1.0,1,male,31.0,train,Mr,0,0.5
211,0.0,3,male,7.05,train,Mr,0,0.5
212,1.0,2,female,21.0,train,Miss,0,0.5
213,0.0,3,male,7.25,train,Mr,0,0.5
214,0.0,2,male,13.0,train,Mr,0,0.5
215,0.0,3,male,7.75,train,Mr,0,0.5
216,1.0,1,female,113.275,train,Miss,0,1.0
217,1.0,3,female,7.925,train,Miss,0,0.5
218,0.0,2,male,27.0,train,Mr,0,1.0
219,1.0,1,female,76.2917,train,Miss,0,0.5
220,0.0,2,male,10.5,train,Mr,0,0.5
221,1.0,3,male,8.05,train,Mr,1,0.5
222,0.0,2,male,13.0,train,Mr,0,0.5
223,0.0,3,male,8.05,train,Mr,0,0.5
224,0.0,3,male,7.8958,train,Mr,0,0.5
225,1.0,1,male,90.0,train,Mr,0,1.0
226,0.0,3,male,9.35,train,Mr,0,0.5
227,1.0,2,male,10.5,train,Mr,0,0.5
228,0.0,3,male,7.25,train,Mr,0,0.5
229,0.0,2,male,13.0,train,Mr,0,0.5
230,0.0,3,female,25.4667,train,Miss,1,0.0
231,1.0,1,female,83.475,train,Mrs,0,0.0
232,0.0,3,male,7.775,train,Mr,0,0.5
233,0.0,2,male,13.5,train,Mr,0,0.5
234,1.0,3,female,31.3875,train,Miss,1,1.0
235,0.0,2,male,10.5,train,Mr,0,0.5
236,0.0,3,female,7.55,train,Miss,1,0.5
237,0.0,2,male,26.0,train,Mr,0,0.5
238,1.0,2,female,26.25,train,Miss,1,1.0
239,0.0,2,male,10.5,train,Mr,0,0.5
240,0.0,2,male,12.275,train,Mr,0,0.5
241,0.0,3,female,14.4542,train,Miss,1,0.0
242,1.0,3,female,15.5,train,Miss,1,1.0
243,0.0,2,male,10.5,train,Mr,0,0.5
244,0.0,3,male,7.125,train,Mr,0,0.5
245,0.0,3,male,7.225,train,Mr,0,0.5
246,0.0,1,male,90.0,train,Other,0,1.0
247,0.0,3,female,7.775,train,Miss,0,0.5
248,1.0,2,female,14.5,train,Mrs,0,1.0
249,1.0,1,male,52.5542,train,Mr,0,1.0
250,0.0,2,male,26.0,train,Other,0,0.0
251,0.0,3,male,7.25,train,Mr,0,0.5
252,0.0,3,female,10.4625,train,Mrs,0,0.0
253,0.0,1,male,26.55,train,Mr,0,0.5
254,0.0,3,male,16.1,train,Mr,0,0.0
255,0.0,3,female,20.2125,train,Mrs,0,0.0
256,1.0,3,female,15.2458,train,Mrs,0,0.5
257,1.0,1,female,79.2,train,Mrs,0,0.5
258,1.0,1,female,86.5,train,Miss,0,1.0
259,1.0,1,female,512.3292,train,Miss,0,1.0
260,1.0,2,female,26.0,train,Mrs,0,1.0
261,0.0,3,male,7.75,train,Mr,0,0.5
262,1.0,3,male,31.3875,train,Master,1,1.0
263,0.0,1,male,79.65,train,Mr,0,1.0
264,0.0,1,male,0.0,train,Mr,0,0.5
265,0.0,3,female,7.75,train,Miss,1,0.5
266,0.0,2,male,10.5,train,Mr,0,0.5
267,0.0,3,male,39.6875,train,Mr,1,0.0
268,1.0,3,male,7.775,train,Mr,0,0.5
269,1.0,1,female,153.4625,train,Mrs,0,1.0
270,1.0,1,female,135.6333,train,Miss,0,1.0
271,0.0,1,male,31.0,train,Mr,0,1.0
272,1.0,3,male,0.0,train,Mr,0,0.0
273,1.0,2,female,19.5,train,Mrs,0,1.0
274,0.0,1,male,29.7,train,Mr,0,0.5
275,1.0,3,female,7.75,train,Miss,1,0.5
276,1.0,1,female,77.9583,train,Miss,0,1.0
277,0.0,3,female,7.75,train,Miss,0,0.5
278,0.0,2,male,0.0,train,Mr,0,0.0
279,0.0,3,male,29.125,train,Master,1,0.0
280,1.0,3,female,20.25,train,Mrs,0,0.0
281,0.0,3,male,7.75,train,Mr,0,0.5
282,0.0,3,male,7.8542,train,Mr,0,0.5
283,0.0,3,male,9.5,train,Mr,1,0.5
284,1.0,3,male,8.05,train,Mr,0,0.5
285,0.0,1,male,26.0,train,Mr,0,0.5
286,0.0,3,male,8.6625,train,Mr,0,0.5
287,1.0,3,male,9.5,train,Mr,0,0.5
288,0.0,3,male,7.8958,train,Mr,0,0.5
289,1.0,2,male,13.0,train,Mr,0,0.5
290,1.0,3,female,7.75,train,Miss,0,0.5
291,1.0,1,female,78.85,train,Miss,0,0.0
292,1.0,1,female,91.0792,train,Mrs,0,1.0
293,0.0,2,male,12.875,train,Mr,0,0.5
294,0.0,3,female,8.85,train,Miss,0,0.5
295,0.0,3,male,7.8958,train,Mr,0,0.5
296,0.0,1,male,27.7208,train,Mr,0,0.5
297,0.0,3,male,7.2292,train,Mr,0,0.5
298,0.0,1,female,151.55,train,Miss,1,1.0
299,1.0,1,male,30.5,train,Mr,0,0.5
300,1.0,1,female,247.5208,train,Mrs,0,0.0
301,1.0,3,female,7.75,train,Miss,1,0.5
302,1.0,3,male,23.25,train,Mr,0,1.0
303,0.0,3,male,0.0,train,Mr,0,1.0
304,1.0,2,female,12.35,train,Miss,1,0.5
305,0.0,3,male,8.05,train,Mr,0,0.5
306,1.0,1,male,151.55,train,Master,1,1.0
307,1.0,1,female,110.8833,train,Miss,1,1.0
308,1.0,1,female,108.9,train,Mrs,1,0.0
309,0.0,2,male,24.0,train,Mr,0,1.0
310,1.0,1,female,56.9292,train,Miss,0,1.0
311,1.0,1,female,83.1583,train,Miss,0,1.0
312,1.0,1,female,262.375,train,Miss,0,1.0
313,0.0,2,female,26.0,train,Mrs,0,0.5
314,0.0,3,male,7.8958,train,Mr,0,0.5
315,0.0,2,male,26.25,train,Mr,0,1.0
316,1.0,3,female,7.8542,train,Miss,0,0.5
317,1.0,2,female,26.0,train,Mrs,0,0.0
318,0.0,2,male,14.0,train,Other,0,0.5
319,1.0,1,female,164.8667,train,Miss,0,1.0
320,1.0,1,female,134.5,train,Mrs,0,1.0
321,0.0,3,male,7.25,train,Mr,0,0.5
322,0.0,3,male,7.8958,train,Mr,0,0.5
323,1.0,2,female,12.35,train,Miss,0,0.5
324,1.0,2,female,29.0,train,Mrs,0,1.0
325,0.0,3,male,69.55,train,Mr,0,0.0
326,1.0,1,female,135.6333,train,Miss,0,1.0
327,0.0,3,male,6.2375,train,Mr,0,0.5
328,1.0,2,female,13.0,train,Mrs,0,0.5
329,1.0,3,female,20.525,train,Mrs,0,1.0
330,1.0,1,female,57.9792,train,Miss,1,1.0
331,1.0,3,female,23.25,train,Miss,1,1.0
332,0.0,1,male,28.5,train,Mr,0,0.5
333,0.0,1,male,153.4625,train,Mr,0,1.0
334,0.0,3,male,18.0,train,Mr,1,0.0
335,1.0,1,female,133.65,train,Mrs,0,1.0
336,0.0,3,male,7.8958,train,Mr,0,0.5
337,0.0,1,male,66.6,train,Mr,0,1.0
338,1.0,1,female,134.5,train,Miss,0,1.0
339,1.0,3,male,8.05,train,Mr,0,0.5
340,0.0,1,male,35.5,train,Mr,0,0.5
341,1.0,2,male,26.0,train,Master,1,1.0
342,1.0,1,female,263.0,train,Miss,0,1.0
343,0.0,2,male,13.0,train,Mr,0,0.5
344,0.0,2,male,13.0,train,Mr,0,0.5
345,0.0,2,male,13.0,train,Mr,0,0.5
346,1.0,2,female,13.0,train,Miss,0,0.5
347,1.0,2,female,13.0,train,Miss,0,0.5
348,1.0,3,female,16.1,train,Mrs,0,0.5
349,1.0,3,male,15.9,train,Master,1,1.0
350,0.0,3,male,8.6625,train,Mr,0,0.5
351,0.0,3,male,9.225,train,Mr,0,0.5
352,0.0,1,male,35.0,train,Mr,0,0.5
353,0.0,3,male,7.2292,train,Mr,1,0.5
354,0.0,3,male,17.8,train,Mr,0,0.0
355,0.0,3,male,7.225,train,Mr,0,0.5
356,0.0,3,male,9.5,train,Mr,0,0.5
357,1.0,1,female,55.0,train,Miss,0,1.0
358,0.0,2,female,13.0,train,Miss,0,0.5
359,1.0,3,female,7.8792,train,Miss,1,0.5
360,1.0,3,female,7.8792,train,Miss,1,0.5
361,0.0,3,male,27.9,train,Mr,0,0.0
362,0.0,2,male,27.7208,train,Mr,0,0.5
363,0.0,3,female,14.4542,train,Mrs,0,0.0
364,0.0,3,male,7.05,train,Mr,0,0.5
365,0.0,3,male,15.5,train,Mr,0,1.0
366,0.0,3,male,7.25,train,Mr,0,0.5
367,1.0,1,female,75.25,train,Mrs,0,0.5
368,1.0,3,female,7.2292,train,Mrs,0,0.5
369,1.0,3,female,7.75,train,Miss,1,0.5
370,1.0,1,female,69.3,train,Mrs,0,1.0
371,1.0,1,male,55.4417,train,Mr,0,0.5
372,0.0,3,male,6.4958,train,Mr,0,0.5
373,0.0,3,male,8.05,train,Mr,0,0.5
374,0.0,1,male,135.6333,train,Mr,0,1.0
375,0.0,3,female,21.075,train,Miss,1,0.0
376,1.0,1,female,82.1708,train,Mrs,0,0.0
377,1.0,3,female,7.25,train,Miss,0,0.5
378,0.0,1,male,211.5,train,Mr,0,0.5
379,0.0,3,male,4.0125,train,Mr,0,0.5
380,0.0,3,male,7.775,train,Mr,0,0.5
381,1.0,1,female,227.525,train,Miss,0,1.0
382,1.0,3,female,15.7417,train,Miss,1,1.0
383,0.0,3,male,7.925,train,Mr,0,0.5
384,1.0,1,female,52.0,train,Mrs,0,0.0
385,0.0,3,male,7.8958,train,Mr,0,0.5
386,0.0,2,male,73.5,train,Mr,0,0.0
387,0.0,3,male,46.9,train,Master,1,0.0
388,1.0,2,female,13.0,train,Miss,0,0.5
389,0.0,3,male,7.7292,train,Mr,0,0.5
390,1.0,2,female,12.0,train,Miss,1,0.5
391,1.0,1,male,120.0,train,Mr,0,1.0
392,1.0,3,male,7.7958,train,Mr,0,0.5
393,0.0,3,male,7.925,train,Mr,0,0.5
394,1.0,1,female,113.275,train,Miss,0,1.0
395,1.0,3,female,16.7,train,Mrs,0,1.0
396,0.0,3,male,7.7958,train,Mr,0,0.5
397,0.0,3,female,7.8542,train,Miss,0,0.5
398,0.0,2,male,26.0,train,Mr,0,0.0
399,0.0,2,male,10.5,train,Other,0,0.5
400,1.0,2,female,12.65,train,Mrs,0,0.5
401,1.0,3,male,7.925,train,Mr,0,0.5
402,0.0,3,male,8.05,train,Mr,0,0.5
403,0.0,3,female,9.825,train,Miss,0,0.5
404,0.0,3,male,15.85,train,Mr,0,1.0
405,0.0,3,female,8.6625,train,Miss,0,0.5
406,0.0,2,male,21.0,train,Mr,0,0.5
407,0.0,3,male,7.75,train,Mr,0,0.5
408,1.0,2,male,18.75,train,Master,1,1.0
409,0.0,3,male,7.775,train,Mr,0,0.5
410,0.0,3,female,25.4667,train,Miss,1,0.0
411,0.0,3,male,7.8958,train,Mr,0,0.5
412,0.0,3,male,6.8583,train,Mr,0,0.5
413,1.0,1,female,90.0,train,Miss,0,0.0
414,0.0,2,male,0.0,train,Mr,0,0.0
415,1.0,3,male,7.925,train,Mr,0,0.5
416,0.0,3,female,8.05,train,Mrs,0,0.5
417,1.0,2,female,32.5,train,Mrs,0,0.5
418,1.0,2,female,13.0,train,Miss,0,0.5
419,0.0,2,male,13.0,train,Mr,0,0.5
420,0.0,3,female,24.15,train,Miss,1,0.0
421,0.0,3,male,7.8958,train,Mr,0,0.5
422,0.0,3,male,7.7333,train,Mr,0,0.5
423,0.0,3,male,7.875,train,Mr,0,0.5
